datum;pegel;wasserstand
2021-09-19 23:45:50;Ahlden;36 
2021-09-19 23:45:50;Rethem;64 
2021-09-19 23:45:50;Eitze;242
2021-09-20 00:46:16;Grafhorst;148
2021-09-20 00:46:16;Brenneckenbrück;122
2021-09-20 00:46:16;Langlingen;358
2021-09-20 00:46:16;Celle;134
2021-09-20 00:46:16;Marklendorf;120
2021-09-20 00:46:16;Ahlden;36 
2021-09-20 00:46:16;Rethem;64 
2021-09-20 00:46:16;Eitze;242
2021-09-20 01:46:43;Grafhorst;148
2021-09-20 01:46:43;Brenneckenbrück;122
2021-09-20 01:46:43;Langlingen;357
2021-09-20 01:46:43;Celle;133
2021-09-20 01:46:43;Marklendorf;119
2021-09-20 01:46:43;Ahlden;34 
2021-09-20 01:46:43;Rethem;64 
2021-09-20 01:46:43;Eitze;242
2021-09-20 02:47:07;Grafhorst;148
2021-09-20 02:47:07;Brenneckenbrück;121
2021-09-20 02:47:07;Langlingen;357
2021-09-20 02:47:07;Celle;134
2021-09-20 02:47:07;Marklendorf;119
2021-09-20 02:47:07;Ahlden;35 
2021-09-20 02:47:07;Rethem;64 
2021-09-20 02:47:07;Eitze;242
2021-09-20 03:47:25;Grafhorst;148
2021-09-20 03:47:25;Brenneckenbrück;121
2021-09-20 03:47:25;Langlingen;358
2021-09-20 03:47:25;Celle;134
2021-09-20 03:47:25;Marklendorf;119
2021-09-20 03:47:25;Ahlden;35 
2021-09-20 03:47:25;Rethem;64 
2021-09-20 03:47:25;Eitze;242
2021-09-20 04:47:48;Grafhorst;148
2021-09-20 04:47:48;Brenneckenbrück;121
2021-09-20 04:47:48;Langlingen;357
2021-09-20 04:47:48;Celle;134
2021-09-20 04:47:48;Marklendorf;119
2021-09-20 04:47:48;Ahlden;35 
2021-09-20 04:47:48;Rethem;64 
2021-09-20 04:47:48;Eitze;242
2021-09-20 05:48:05;Grafhorst;148
2021-09-20 05:48:05;Brenneckenbrück;121
2021-09-20 05:48:05;Langlingen;357
2021-09-20 05:48:05;Celle;134
2021-09-20 05:48:05;Marklendorf;117
2021-09-20 05:48:05;Ahlden;34 
2021-09-20 05:48:05;Rethem;63 
2021-09-20 05:48:05;Eitze;242
2021-09-20 06:48:22;Grafhorst;148
2021-09-20 06:48:22;Brenneckenbrück;121
2021-09-20 06:48:22;Langlingen;357
2021-09-20 06:48:22;Celle;134
2021-09-20 06:48:22;Marklendorf;117
2021-09-20 06:48:22;Ahlden;34 
2021-09-20 06:48:22;Rethem;63 
2021-09-20 06:48:22;Eitze;242
2021-09-20 07:48:35;Grafhorst;148
2021-09-20 07:48:35;Brenneckenbrück;121
2021-09-20 07:48:35;Langlingen;357
2021-09-20 07:48:35;Celle;134
2021-09-20 07:48:35;Marklendorf;117
2021-09-20 07:48:35;Ahlden;34 
2021-09-20 07:48:35;Rethem;63 
2021-09-20 07:48:35;Eitze;241
2021-09-20 08:48:47;Grafhorst;148
2021-09-20 08:48:47;Brenneckenbrück;121
2021-09-20 08:48:47;Langlingen;358
2021-09-20 08:48:47;Celle;134
2021-09-20 08:48:47;Marklendorf;117
2021-09-20 08:48:47;Ahlden;34 
2021-09-20 08:48:47;Rethem;63 
2021-09-20 08:48:47;Eitze;241
2021-09-20 09:49:01;Grafhorst;148
2021-09-20 09:49:01;Brenneckenbrück;121
2021-09-20 09:49:01;Langlingen;357
2021-09-20 09:49:01;Celle;133
2021-09-20 09:49:01;Marklendorf;117
2021-09-20 09:49:01;Ahlden;33 
2021-09-20 09:49:01;Rethem;62 
2021-09-20 09:49:01;Eitze;241
2021-09-20 10:49:11;Grafhorst;148
2021-09-20 10:49:11;Brenneckenbrück;121
2021-09-20 10:49:11;Langlingen;358
2021-09-20 10:49:11;Celle;134
2021-09-20 10:49:11;Marklendorf;117
2021-09-20 10:49:11;Ahlden;34 
2021-09-20 10:49:11;Rethem;62 
2021-09-20 10:49:11;Eitze;241
2021-09-20 11:49:20;Grafhorst;148
2021-09-20 11:49:20;Brenneckenbrück;121
2021-09-20 11:49:20;Langlingen;358
2021-09-20 11:49:20;Celle;134
2021-09-20 11:49:20;Marklendorf;117
2021-09-20 11:49:20;Ahlden;34 
2021-09-20 11:49:20;Rethem;62 
2021-09-20 11:49:20;Eitze;241
2021-09-20 12:49:27;Grafhorst;148
2021-09-20 12:49:27;Brenneckenbrück;122
2021-09-20 12:49:27;Langlingen;357
2021-09-20 12:49:27;Celle;134
2021-09-20 12:49:27;Marklendorf;117
2021-09-20 12:49:27;Ahlden;33 
2021-09-20 12:49:27;Rethem;62 
2021-09-20 12:49:27;Eitze;241
2021-09-20 13:49:39;Grafhorst;148
2021-09-20 13:49:39;Brenneckenbrück;122
2021-09-20 13:49:39;Langlingen;357
2021-09-20 13:49:39;Celle;132
2021-09-20 13:49:39;Marklendorf;116
2021-09-20 13:49:39;Ahlden;32 
2021-09-20 13:49:39;Rethem;62 
2021-09-20 13:49:39;Eitze;241
2021-09-20 14:49:46;Grafhorst;148
2021-09-20 14:49:46;Brenneckenbrück;122
2021-09-20 14:49:46;Langlingen;357
2021-09-20 14:49:46;Celle;134
2021-09-20 14:49:46;Marklendorf;116
2021-09-20 14:49:46;Ahlden;33 
2021-09-20 14:49:46;Rethem;62 
2021-09-20 14:49:46;Eitze;241
2021-09-20 15:49:57;Grafhorst;148
2021-09-20 15:49:57;Brenneckenbrück;122
2021-09-20 15:49:57;Langlingen;358
2021-09-20 15:49:57;Celle;134
2021-09-20 15:49:57;Marklendorf;116
2021-09-20 15:49:57;Ahlden;33 
2021-09-20 15:49:57;Rethem;61 
2021-09-20 15:49:57;Eitze;242
2021-09-20 16:50:02;Grafhorst;148
2021-09-20 16:50:02;Brenneckenbrück;123
2021-09-20 16:50:02;Langlingen;357
2021-09-20 16:50:02;Celle;134
2021-09-20 16:50:02;Marklendorf;116
2021-09-20 16:50:02;Ahlden;33 
2021-09-20 16:50:02;Rethem;61 
2021-09-20 16:50:02;Eitze;241
2021-09-20 17:50:08;Grafhorst;148
2021-09-20 17:50:08;Brenneckenbrück;123
2021-09-20 17:50:08;Langlingen;357
2021-09-20 17:50:08;Celle;132
2021-09-20 17:50:08;Marklendorf;116
2021-09-20 17:50:08;Ahlden;32 
2021-09-20 17:50:08;Rethem;61 
2021-09-20 17:50:08;Eitze;241
2021-09-20 18:50:15;Grafhorst;148
2021-09-20 18:50:15;Brenneckenbrück;123
2021-09-20 18:50:15;Langlingen;358
2021-09-20 18:50:15;Celle;134
2021-09-20 18:50:15;Marklendorf;116
2021-09-20 18:50:15;Ahlden;33 
2021-09-20 18:50:15;Rethem;61 
2021-09-20 18:50:15;Eitze;241
2021-09-20 19:50:21;Grafhorst;148
2021-09-20 19:50:21;Brenneckenbrück;123
2021-09-20 19:50:21;Langlingen;357
2021-09-20 19:50:21;Celle;133
2021-09-20 19:50:21;Marklendorf;116
2021-09-20 19:50:21;Ahlden;33 
2021-09-20 19:50:21;Rethem;61 
2021-09-20 19:50:21;Eitze;241
2021-09-20 20:50:33;Grafhorst;148
2021-09-20 20:50:33;Brenneckenbrück;122
2021-09-20 20:50:33;Langlingen;356
2021-09-20 20:50:33;Celle;133
2021-09-20 20:50:33;Marklendorf;116
2021-09-20 20:50:33;Ahlden;33 
2021-09-20 20:50:33;Rethem;61 
2021-09-20 20:50:33;Eitze;241
2021-09-20 21:50:40;Grafhorst;148
2021-09-20 21:50:40;Brenneckenbrück;123
2021-09-20 21:50:40;Langlingen;356
2021-09-20 21:50:40;Celle;133
2021-09-20 21:50:40;Marklendorf;117
2021-09-20 21:50:40;Ahlden;32 
2021-09-20 21:50:40;Rethem;60 
2021-09-20 21:50:40;Eitze;240
2021-09-20 22:50:46;Grafhorst;148
2021-09-20 22:50:46;Brenneckenbrück;123
2021-09-20 22:50:46;Langlingen;356
2021-09-20 22:50:46;Celle;133
2021-09-20 22:50:46;Marklendorf;117
2021-09-20 22:50:46;Ahlden;33 
2021-09-20 22:50:46;Rethem;60 
2021-09-20 22:50:46;Eitze;240
2021-09-20 23:50:51;Grafhorst;148
2021-09-20 23:50:51;Brenneckenbrück;123
2021-09-20 23:50:51;Langlingen;357
2021-09-20 23:50:51;Celle;133
2021-09-20 23:50:51;Marklendorf;117
2021-09-20 23:50:51;Ahlden;33 
2021-09-20 23:50:51;Rethem;60 
2021-09-20 23:50:51;Eitze;240
2021-09-21 00:50:56;Grafhorst;148
2021-09-21 00:50:56;Brenneckenbrück;122
2021-09-21 00:50:56;Langlingen;356
2021-09-21 00:50:56;Celle;133
2021-09-21 00:50:56;Marklendorf;117
2021-09-21 00:50:56;Ahlden;32 
2021-09-21 00:50:56;Rethem;60 
2021-09-21 00:50:56;Eitze;240
2021-09-21 01:51:06;Grafhorst;148
2021-09-21 01:51:06;Brenneckenbrück;122
2021-09-21 01:51:06;Langlingen;356
2021-09-21 01:51:06;Celle;131
2021-09-21 01:51:06;Marklendorf;116
2021-09-21 01:51:06;Ahlden;32 
2021-09-21 01:51:06;Rethem;60 
2021-09-21 01:51:06;Eitze;240
2021-09-21 02:51:14;Grafhorst;148
2021-09-21 02:51:14;Brenneckenbrück;122
2021-09-21 02:51:14;Langlingen;356
2021-09-21 02:51:14;Celle;133
2021-09-21 02:51:14;Marklendorf;116
2021-09-21 02:51:14;Ahlden;32 
2021-09-21 02:51:14;Rethem;60 
2021-09-21 02:51:14;Eitze;240
2021-09-21 03:51:23;Grafhorst;148
2021-09-21 03:51:23;Brenneckenbrück;122
2021-09-21 03:51:23;Langlingen;356
2021-09-21 03:51:23;Celle;133
2021-09-21 03:51:23;Marklendorf;116
2021-09-21 03:51:23;Ahlden;32 
2021-09-21 03:51:23;Rethem;60 
2021-09-21 03:51:23;Eitze;240
2021-09-21 04:51:32;Grafhorst;148
2021-09-21 04:51:32;Brenneckenbrück;122
2021-09-21 04:51:32;Langlingen;356
2021-09-21 04:51:32;Celle;132
2021-09-21 04:51:32;Marklendorf;116
2021-09-21 04:51:32;Ahlden;32 
2021-09-21 04:51:32;Rethem;60 
2021-09-21 04:51:32;Eitze;240
2021-09-21 05:51:38;Grafhorst;148
2021-09-21 05:51:38;Brenneckenbrück;122
2021-09-21 05:51:38;Langlingen;356
2021-09-21 05:51:38;Celle;132
2021-09-21 05:51:38;Marklendorf;115
2021-09-21 05:51:38;Ahlden;32 
2021-09-21 05:51:38;Rethem;60 
2021-09-21 05:51:38;Eitze;240
2021-09-21 06:51:48;Grafhorst;148
2021-09-21 06:51:48;Brenneckenbrück;122
2021-09-21 06:51:48;Langlingen;356
2021-09-21 06:51:48;Celle;132
2021-09-21 06:51:48;Marklendorf;115
2021-09-21 06:51:48;Ahlden;32 
2021-09-21 06:51:48;Rethem;59 
2021-09-21 06:51:48;Eitze;240
2021-09-21 07:51:53;Grafhorst;148
2021-09-21 07:51:53;Brenneckenbrück;121
2021-09-21 07:51:53;Langlingen;357
2021-09-21 07:51:53;Celle;132
2021-09-21 07:51:53;Marklendorf;115
2021-09-21 07:51:53;Ahlden;32 
2021-09-21 07:51:53;Rethem;59 
2021-09-21 07:51:53;Eitze;240
2021-09-21 08:52:00;Grafhorst;148
2021-09-21 08:52:00;Brenneckenbrück;121
2021-09-21 08:52:00;Langlingen;355
2021-09-21 08:52:00;Celle;131
2021-09-21 08:52:00;Marklendorf;115
2021-09-21 08:52:00;Ahlden;31 
2021-09-21 08:52:00;Rethem;59 
2021-09-21 08:52:00;Eitze;240
2021-09-21 09:52:07;Grafhorst;148
2021-09-21 09:52:07;Brenneckenbrück;122
2021-09-21 09:52:07;Langlingen;355
2021-09-21 09:52:07;Celle;132
2021-09-21 09:52:07;Marklendorf;115
2021-09-21 09:52:07;Ahlden;31 
2021-09-21 09:52:07;Rethem;59 
2021-09-21 09:52:07;Eitze;240
2021-09-21 10:52:15;Grafhorst;148
2021-09-21 10:52:15;Brenneckenbrück;122
2021-09-21 10:52:15;Langlingen;355
2021-09-21 10:52:15;Celle;132
2021-09-21 10:52:15;Marklendorf;115
2021-09-21 10:52:15;Ahlden;31 
2021-09-21 10:52:15;Rethem;59 
2021-09-21 10:52:15;Eitze;240
2021-09-21 11:52:20;Grafhorst;148
2021-09-21 11:52:20;Brenneckenbrück;122
2021-09-21 11:52:20;Langlingen;356
2021-09-21 11:52:20;Celle;132
2021-09-21 11:52:20;Marklendorf;115
2021-09-21 11:52:20;Ahlden;31 
2021-09-21 11:52:20;Rethem;59 
2021-09-21 11:52:20;Eitze;239
2021-09-21 12:52:26;Grafhorst;148
2021-09-21 12:52:26;Brenneckenbrück;122
2021-09-21 12:52:26;Langlingen;355
2021-09-21 12:52:26;Celle;132
2021-09-21 12:52:26;Marklendorf;115
2021-09-21 12:52:26;Ahlden;31 
2021-09-21 12:52:26;Rethem;59 
2021-09-21 12:52:26;Eitze;239
2021-09-21 13:52:33;Grafhorst;148
2021-09-21 13:52:33;Brenneckenbrück;122
2021-09-21 13:52:33;Langlingen;355
2021-09-21 13:52:33;Celle;132
2021-09-21 13:52:33;Marklendorf;114
2021-09-21 13:52:33;Ahlden;30 
2021-09-21 13:52:33;Rethem;59 
2021-09-21 13:52:33;Eitze;239
2021-09-21 14:52:42;Grafhorst;148
2021-09-21 14:52:42;Brenneckenbrück;122
2021-09-21 14:52:42;Langlingen;354
2021-09-21 14:52:42;Celle;131
2021-09-21 14:52:42;Marklendorf;114
2021-09-21 14:52:42;Ahlden;29 
2021-09-21 14:52:42;Rethem;59 
2021-09-21 14:52:42;Eitze;239
2021-09-21 15:52:47;Grafhorst;148
2021-09-21 15:52:47;Brenneckenbrück;124
2021-09-21 15:52:47;Langlingen;355
2021-09-21 15:52:47;Celle;132
2021-09-21 15:52:47;Marklendorf;114
2021-09-21 15:52:47;Ahlden;30 
2021-09-21 15:52:47;Rethem;59 
2021-09-21 15:52:47;Eitze;239
2021-09-21 16:52:55;Grafhorst;148
2021-09-21 16:52:55;Brenneckenbrück;124
2021-09-21 16:52:55;Langlingen;355
2021-09-21 16:52:55;Celle;132
2021-09-21 16:52:55;Marklendorf;114
2021-09-21 16:52:55;Ahlden;29 
2021-09-21 16:52:55;Rethem;58 
2021-09-21 16:52:55;Eitze;240
2021-09-21 17:53:06;Grafhorst;148
2021-09-21 17:53:06;Brenneckenbrück;124
2021-09-21 17:53:06;Langlingen;357
2021-09-21 17:53:06;Celle;131
2021-09-21 17:53:06;Marklendorf;115
2021-09-21 17:53:06;Ahlden;28 
2021-09-21 17:53:06;Rethem;58 
2021-09-21 17:53:06;Eitze;240
2021-09-21 18:53:11;Grafhorst;148
2021-09-21 18:53:11;Brenneckenbrück;124
2021-09-21 18:53:11;Langlingen;357
2021-09-21 18:53:11;Celle;132
2021-09-21 18:53:11;Marklendorf;115
2021-09-21 18:53:11;Ahlden;29 
2021-09-21 18:53:11;Rethem;58 
2021-09-21 18:53:11;Eitze;240
2021-09-21 19:53:19;Grafhorst;148
2021-09-21 19:53:19;Brenneckenbrück;124
2021-09-21 19:53:19;Langlingen;357
2021-09-21 19:53:19;Celle;132
2021-09-21 19:53:19;Marklendorf;115
2021-09-21 19:53:19;Ahlden;29 
2021-09-21 19:53:19;Rethem;58 
2021-09-21 19:53:19;Eitze;240
2021-09-21 20:53:26;Grafhorst;148
2021-09-21 20:53:26;Brenneckenbrück;124
2021-09-21 20:53:26;Langlingen;357
2021-09-21 20:53:26;Celle;130
2021-09-21 20:53:26;Marklendorf;115
2021-09-21 20:53:26;Ahlden;28 
2021-09-21 20:53:26;Rethem;57 
2021-09-21 20:53:26;Eitze;239
2021-09-21 21:53:38;Grafhorst;148
2021-09-21 21:53:38;Brenneckenbrück;124
2021-09-21 21:53:38;Langlingen;357
2021-09-21 21:53:38;Celle;130
2021-09-21 21:53:38;Marklendorf;116
2021-09-21 21:53:38;Ahlden;28 
2021-09-21 21:53:38;Rethem;57 
2021-09-21 21:53:38;Eitze;239
2021-09-21 22:53:44;Grafhorst;147
2021-09-21 22:53:44;Brenneckenbrück;123
2021-09-21 22:53:44;Langlingen;359
2021-09-21 22:53:44;Celle;131
2021-09-21 22:53:44;Marklendorf;116
2021-09-21 22:53:44;Ahlden;29 
2021-09-21 22:53:44;Rethem;57 
2021-09-21 22:53:44;Eitze;238
2021-09-21 23:53:53;Grafhorst;147
2021-09-21 23:53:53;Brenneckenbrück;122
2021-09-21 23:53:53;Langlingen;360
2021-09-21 23:53:53;Celle;131
2021-09-21 23:53:53;Marklendorf;116
2021-09-21 23:53:53;Ahlden;29 
2021-09-21 23:53:53;Rethem;56 
2021-09-21 23:53:53;Eitze;238
2021-09-22 00:54:02;Grafhorst;147
2021-09-22 00:54:02;Brenneckenbrück;122
2021-09-22 00:54:02;Langlingen;360
2021-09-22 00:54:02;Celle;131
2021-09-22 00:54:02;Marklendorf;116
2021-09-22 00:54:02;Ahlden;29 
2021-09-22 00:54:02;Rethem;56 
2021-09-22 00:54:02;Eitze;238
2021-09-22 01:54:08;Grafhorst;147
2021-09-22 01:54:08;Brenneckenbrück;120
2021-09-22 01:54:08;Langlingen;362
2021-09-22 01:54:08;Celle;129
2021-09-22 01:54:08;Marklendorf;117
2021-09-22 01:54:08;Ahlden;28 
2021-09-22 01:54:08;Rethem;56 
2021-09-22 01:54:08;Eitze;238
2021-09-22 02:54:14;Grafhorst;147
2021-09-22 02:54:14;Brenneckenbrück;120
2021-09-22 02:54:14;Langlingen;360
2021-09-22 02:54:14;Celle;130
2021-09-22 02:54:14;Marklendorf;117
2021-09-22 02:54:14;Ahlden;29 
2021-09-22 02:54:14;Rethem;56 
2021-09-22 02:54:14;Eitze;238
2021-09-22 03:54:18;Grafhorst;147
2021-09-22 03:54:18;Brenneckenbrück;119
2021-09-22 03:54:18;Langlingen;361
2021-09-22 03:54:18;Celle;130
2021-09-22 03:54:18;Marklendorf;117
2021-09-22 03:54:18;Ahlden;29 
2021-09-22 03:54:18;Rethem;56 
2021-09-22 03:54:18;Eitze;239
2021-09-22 04:54:24;Grafhorst;147
2021-09-22 04:54:24;Brenneckenbrück;118
2021-09-22 04:54:24;Langlingen;361
2021-09-22 04:54:24;Celle;130
2021-09-22 04:54:24;Marklendorf;117
2021-09-22 04:54:24;Ahlden;29 
2021-09-22 04:54:24;Rethem;56 
2021-09-22 04:54:24;Eitze;239
2021-09-22 05:54:29;Grafhorst;147
2021-09-22 05:54:29;Brenneckenbrück;117
2021-09-22 05:54:29;Langlingen;361
2021-09-22 05:54:29;Celle;129
2021-09-22 05:54:29;Marklendorf;117
2021-09-22 05:54:29;Ahlden;28 
2021-09-22 05:54:29;Rethem;56 
2021-09-22 05:54:29;Eitze;239
2021-09-22 06:54:35;Grafhorst;148
2021-09-22 06:54:35;Brenneckenbrück;116
2021-09-22 06:54:35;Langlingen;360
2021-09-22 06:54:35;Celle;131
2021-09-22 06:54:35;Marklendorf;117
2021-09-22 06:54:35;Ahlden;29 
2021-09-22 06:54:35;Rethem;56 
2021-09-22 06:54:35;Eitze;238
2021-09-22 07:54:44;Grafhorst;148
2021-09-22 07:54:44;Brenneckenbrück;114
2021-09-22 07:54:44;Langlingen;360
2021-09-22 07:54:44;Celle;132
2021-09-22 07:54:44;Marklendorf;117
2021-09-22 07:54:44;Ahlden;29 
2021-09-22 07:54:44;Rethem;56 
2021-09-22 07:54:44;Eitze;238
2021-09-22 08:54:51;Grafhorst;148
2021-09-22 08:54:51;Brenneckenbrück;114
2021-09-22 08:54:51;Langlingen;360
2021-09-22 08:54:51;Celle;133
2021-09-22 08:54:51;Marklendorf;117
2021-09-22 08:54:51;Ahlden;28 
2021-09-22 08:54:51;Rethem;56 
2021-09-22 08:54:51;Eitze;237
2021-09-22 09:55:01;Grafhorst;148
2021-09-22 09:55:01;Brenneckenbrück;113
2021-09-22 09:55:01;Langlingen;361
2021-09-22 09:55:01;Celle;133
2021-09-22 09:55:01;Marklendorf;116
2021-09-22 09:55:01;Ahlden;28 
2021-09-22 09:55:01;Rethem;56 
2021-09-22 09:55:01;Eitze;237
2021-09-22 10:55:09;Grafhorst;148
2021-09-22 10:55:09;Brenneckenbrück;113
2021-09-22 10:55:09;Langlingen;359
2021-09-22 10:55:09;Celle;134
2021-09-22 10:55:09;Marklendorf;116
2021-09-22 10:55:09;Ahlden;29 
2021-09-22 10:55:09;Rethem;55 
2021-09-22 10:55:09;Eitze;237
2021-09-22 11:55:16;Grafhorst;148
2021-09-22 11:55:16;Brenneckenbrück;113
2021-09-22 11:55:16;Langlingen;356
2021-09-22 11:55:16;Celle;135
2021-09-22 11:55:16;Marklendorf;116
2021-09-22 11:55:16;Ahlden;29 
2021-09-22 11:55:16;Rethem;55 
2021-09-22 11:55:16;Eitze;238
2021-09-22 12:55:22;Grafhorst;147
2021-09-22 12:55:22;Brenneckenbrück;113
2021-09-22 12:55:22;Langlingen;354
2021-09-22 12:55:22;Celle;136
2021-09-22 12:55:22;Marklendorf;116
2021-09-22 12:55:22;Ahlden;29 
2021-09-22 12:55:22;Rethem;56 
2021-09-22 12:55:22;Eitze;238
2021-09-22 13:55:28;Grafhorst;148
2021-09-22 13:55:28;Brenneckenbrück;114
2021-09-22 13:55:28;Langlingen;353
2021-09-22 13:55:28;Celle;136
2021-09-22 13:55:28;Marklendorf;117
2021-09-22 13:55:28;Ahlden;28 
2021-09-22 13:55:28;Rethem;55 
2021-09-22 13:55:28;Eitze;238
2021-09-22 14:55:35;Grafhorst;147
2021-09-22 14:55:35;Brenneckenbrück;115
2021-09-22 14:55:35;Langlingen;352
2021-09-22 14:55:35;Celle;135
2021-09-22 14:55:35;Marklendorf;117
2021-09-22 14:55:35;Ahlden;28 
2021-09-22 14:55:35;Rethem;55 
2021-09-22 14:55:35;Eitze;238
2021-09-22 15:55:41;Grafhorst;147
2021-09-22 15:55:41;Brenneckenbrück;117
2021-09-22 15:55:41;Langlingen;352
2021-09-22 15:55:41;Celle;137
2021-09-22 15:55:41;Marklendorf;117
2021-09-22 15:55:41;Ahlden;29 
2021-09-22 15:55:41;Rethem;55 
2021-09-22 15:55:41;Eitze;238
2021-09-22 16:55:46;Grafhorst;147
2021-09-22 16:55:46;Brenneckenbrück;118
2021-09-22 16:55:46;Langlingen;352
2021-09-22 16:55:46;Celle;137
2021-09-22 16:55:46;Marklendorf;117
2021-09-22 16:55:46;Ahlden;29 
2021-09-22 16:55:46;Rethem;55 
2021-09-22 16:55:46;Eitze;238
2021-09-22 17:55:52;Grafhorst;148
2021-09-22 17:55:52;Brenneckenbrück;119
2021-09-22 17:55:52;Langlingen;351
2021-09-22 17:55:52;Celle;134
2021-09-22 17:55:52;Marklendorf;118
2021-09-22 17:55:52;Ahlden;28 
2021-09-22 17:55:52;Rethem;55 
2021-09-22 17:55:52;Eitze;237
2021-09-22 18:55:58;Grafhorst;147
2021-09-22 18:55:58;Brenneckenbrück;120
2021-09-22 18:55:58;Langlingen;352
2021-09-22 18:55:58;Celle;135
2021-09-22 18:55:58;Marklendorf;118
2021-09-22 18:55:58;Ahlden;29 
2021-09-22 18:55:58;Rethem;55 
2021-09-22 18:55:58;Eitze;238
2021-09-22 19:56:05;Grafhorst;147
2021-09-22 19:56:05;Brenneckenbrück;121
2021-09-22 19:56:05;Langlingen;355
2021-09-22 19:56:05;Celle;134
2021-09-22 19:56:05;Marklendorf;118
2021-09-22 19:56:05;Ahlden;29 
2021-09-22 19:56:05;Rethem;55 
2021-09-22 19:56:05;Eitze;237
2021-09-22 20:56:14;Grafhorst;147
2021-09-22 20:56:14;Brenneckenbrück;119
2021-09-22 20:56:14;Langlingen;363
2021-09-22 20:56:14;Celle;130
2021-09-22 20:56:14;Marklendorf;118
2021-09-22 20:56:14;Ahlden;28 
2021-09-22 20:56:14;Rethem;55 
2021-09-22 20:56:14;Eitze;236
2021-09-22 21:56:24;Grafhorst;147
2021-09-22 21:56:24;Brenneckenbrück;116
2021-09-22 21:56:24;Langlingen;369
2021-09-22 21:56:24;Celle;130
2021-09-22 21:56:24;Marklendorf;121
2021-09-22 21:56:24;Ahlden;28 
2021-09-22 21:56:24;Rethem;55 
2021-09-22 21:56:24;Eitze;236
2021-09-22 22:56:34;Grafhorst;147
2021-09-22 22:56:34;Brenneckenbrück;114
2021-09-22 22:56:34;Langlingen;369
2021-09-22 22:56:34;Celle;130
2021-09-22 22:56:34;Marklendorf;121
2021-09-22 22:56:34;Ahlden;29 
2021-09-22 22:56:34;Rethem;55 
2021-09-22 22:56:34;Eitze;236
2021-09-22 23:56:41;Grafhorst;147
2021-09-22 23:56:41;Brenneckenbrück;112
2021-09-22 23:56:41;Langlingen;366
2021-09-22 23:56:41;Celle;130
2021-09-22 23:56:41;Marklendorf;121
2021-09-22 23:56:41;Ahlden;29 
2021-09-22 23:56:41;Rethem;55 
2021-09-22 23:56:41;Eitze;236
2021-09-23 00:56:47;Grafhorst;148
2021-09-23 00:56:47;Brenneckenbrück;110
2021-09-23 00:56:47;Langlingen;362
2021-09-23 00:56:47;Celle;130
2021-09-23 00:56:47;Marklendorf;121
2021-09-23 00:56:47;Ahlden;29 
2021-09-23 00:56:47;Rethem;55 
2021-09-23 00:56:47;Eitze;237
2021-09-23 01:56:54;Grafhorst;148
2021-09-23 01:56:54;Brenneckenbrück;109
2021-09-23 01:56:54;Langlingen;360
2021-09-23 01:56:54;Celle;130
2021-09-23 01:56:54;Marklendorf;122
2021-09-23 01:56:54;Ahlden;28 
2021-09-23 01:56:54;Rethem;55 
2021-09-23 01:56:54;Eitze;237
2021-09-23 02:57:00;Grafhorst;148
2021-09-23 02:57:00;Brenneckenbrück;108
2021-09-23 02:57:00;Langlingen;359
2021-09-23 02:57:00;Celle;130
2021-09-23 02:57:00;Marklendorf;122
2021-09-23 02:57:00;Ahlden;28 
2021-09-23 02:57:00;Rethem;55 
2021-09-23 02:57:00;Eitze;237
2021-09-23 03:57:08;Grafhorst;147
2021-09-23 03:57:08;Brenneckenbrück;106
2021-09-23 03:57:08;Langlingen;358
2021-09-23 03:57:08;Celle;134
2021-09-23 03:57:08;Marklendorf;122
2021-09-23 03:57:08;Ahlden;29 
2021-09-23 03:57:08;Rethem;55 
2021-09-23 03:57:08;Eitze;237
2021-09-23 04:57:15;Grafhorst;147
2021-09-23 04:57:15;Brenneckenbrück;106
2021-09-23 04:57:15;Langlingen;358
2021-09-23 04:57:15;Celle;137
2021-09-23 04:57:15;Marklendorf;122
2021-09-23 04:57:15;Ahlden;28 
2021-09-23 04:57:15;Rethem;55 
2021-09-23 04:57:15;Eitze;238
2021-09-23 05:57:24;Grafhorst;147
2021-09-23 05:57:24;Brenneckenbrück;104
2021-09-23 05:57:24;Langlingen;358
2021-09-23 05:57:24;Celle;138
2021-09-23 05:57:24;Marklendorf;120
2021-09-23 05:57:24;Ahlden;28 
2021-09-23 05:57:24;Rethem;55 
2021-09-23 05:57:24;Eitze;237
2021-09-23 06:57:34;Grafhorst;147
2021-09-23 06:57:34;Brenneckenbrück;104
2021-09-23 06:57:34;Langlingen;358
2021-09-23 06:57:34;Celle;141
2021-09-23 06:57:34;Marklendorf;120
2021-09-23 06:57:34;Ahlden;28 
2021-09-23 06:57:34;Rethem;55 
2021-09-23 06:57:34;Eitze;237
2021-09-23 07:57:43;Grafhorst;147
2021-09-23 07:57:43;Brenneckenbrück;103
2021-09-23 07:57:43;Langlingen;357
2021-09-23 07:57:43;Celle;141
2021-09-23 07:57:43;Marklendorf;120
2021-09-23 07:57:43;Ahlden;28 
2021-09-23 07:57:43;Rethem;55 
2021-09-23 07:57:43;Eitze;237
2021-09-23 08:57:55;Grafhorst;147
2021-09-23 08:57:55;Brenneckenbrück;102
2021-09-23 08:57:55;Langlingen;356
2021-09-23 08:57:55;Celle;140
2021-09-23 08:57:55;Marklendorf;120
2021-09-23 08:57:55;Ahlden;27 
2021-09-23 08:57:55;Rethem;55 
